Person 1: (41, 11), status: INFECTED, was infected 0 time(s).
Person 8458: (35, 25), status: INFECTED, was infected 0 time(s).
Person 8459: (36, 26), status: INFECTED, was infected 0 time(s).
Person 8460: (5, 42), status: INFECTED, was infected 1 time(s).
Person 8461: (21, 44), status: INFECTED, was infected 1 time(s).
Person 8462: (19, 0), status: INFECTED, was infected 1 time(s).
Person 8463: (30, 0), status: INFECTED, was infected 0 time(s).
Person 8464: (49, 37), status: INFECTED, was infected 0 time(s).
Person 8465: (39, 33), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8466: (14, 6), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8467: (45, 24), status: INFECTED, was infected 1 time(s).
Person 8468: (8, 44), status: INFECTED, was infected 0 time(s).
Person 8469: (49, 6), status: INFECTED, was infected 0 time(s).
Person 8470: (22, 0), status: INFECTED, was infected 0 time(s).
Person 8471: (20, 31), status: INFECTED, was infected 1 time(s).
Person 8472: (15, 0), status: INFECTED, was infected 1 time(s).
Person 8473: (0, 19), status: INFECTED, was infected 1 time(s).
Person 8474: (27, 44), status: INFECTED, was infected 1 time(s).
Person 8475: (45, 0), status: INFECTED, was infected 1 time(s).
Person 8476: (4, 41), status: INFECTED, was infected 1 time(s).
Person 8477: (49, 17), status: INFECTED, was infected 1 time(s).
Person 8478: (43, 2), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8479: (11, 5), status: INFECTED, was infected 1 time(s).
Person 8480: (17, 16), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8481: (26, 34), status: INFECTED, was infected 0 time(s).
Person 8482: (48, 41), status: INFECTED, was infected 1 time(s).
Person 8483: (6, 0), status: INFECTED, was infected 0 time(s).
Person 8484: (38, 4), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8485: (43, 25), status: INFECTED, was infected 0 time(s).
Person 8486: (2, 49), status: INFECTED, was infected 1 time(s).
Person 8487: (49, 23), status: INFECTED, was infected 1 time(s).
Person 8488: (29, 49), status: INFECTED, was infected 1 time(s).
Person 8489: (33, 3), status: INFECTED, was infected 1 time(s).
Person 8490: (0, 36), status: INFECTED, was infected 0 time(s).
Person 8491: (42, 29), status: INFECTED, was infected 0 time(s).
Person 8492: (12, 46), status: INFECTED, was infected 1 time(s).
Person 8493: (46, 25), status: INFECTED, was infected 1 time(s).
Person 8494: (0, 0), status: INFECTED, was infected 0 time(s).
Person 8495: (23, 6), status: INFECTED, was infected 0 time(s).
Person 8496: (0, 6), status: INFECTED, was infected 0 time(s).
Person 8497: (19, 45), status: INFECTED, was infected 0 time(s).
Person 8498: (37, 42), status: INFECTED, was infected 1 time(s).
Person 8499: (25, 2), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8500: (28, 26), status: INFECTED, was infected 1 time(s).
Person 8501: (28, 26), status: INFECTED, was infected 1 time(s).
Person 8502: (18, 17), status: INFECTED, was infected 0 time(s).
Person 8503: (12, 28), status: INFECTED, was infected 1 time(s).
Person 8504: (27, 36), status: INFECTED, was infected 0 time(s).
Person 8505: (37, 28), status: INFECTED, was infected 0 time(s).
Person 8506: (30, 26), status: INFECTED, was infected 1 time(s).
Person 8507: (22, 35), status: INFECTED, was infected 0 time(s).
Person 8508: (30, 43), status: INFECTED, was infected 1 time(s).
Person 8509: (5, 28), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8510: (22, 21), status: INFECTED, was infected 0 time(s).
Person 8511: (25, 39), status: INFECTED, was infected 1 time(s).
Person 8512: (8, 33), status: INFECTED, was infected 1 time(s).
Person 8513: (27, 30), status: INFECTED, was infected 1 time(s).
Person 8514: (49, 42), status: INFECTED, was infected 1 time(s).
Person 8515: (12, 10), status: INFECTED, was infected 0 time(s).
Person 8516: (45, 9), status: INFECTED, was infected 1 time(s).
Person 8517: (14, 8), status: INFECTED, was infected 1 time(s).
Person 8518: (23, 47), status: INFECTED, was infected 1 time(s).
Person 8519: (38, 14), status: INFECTED, was infected 1 time(s).
Person 8520: (14, 4), status: INFECTED, was infected 0 time(s).
Person 8521: (2, 3), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8522: (24, 35), status: INFECTED, was infected 1 time(s).
Person 8523: (2, 0), status: INFECTED, was infected 1 time(s).
Person 8524: (14, 41), status: INFECTED, was infected 1 time(s).
Person 8525: (0, 0), status: INFECTED, was infected 1 time(s).
Person 8526: (49, 38), status: INFECTED, was infected 1 time(s).
Person 8527: (16, 38), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8528: (24, 22), status: INFECTED, was infected 1 time(s).
Person 8529: (45, 28), status: INFECTED, was infected 0 time(s).
Person 8530: (20, 49), status: INFECTED, was infected 0 time(s).
Person 8531: (16, 27), status: INFECTED, was infected 1 time(s).
Person 8532: (17, 33), status: INFECTED, was infected 1 time(s).
Person 8533: (30, 3), status: INFECTED, was infected 0 time(s).
Person 8534: (14, 0), status: INFECTED, was infected 1 time(s).
Person 8535: (46, 26), status: INFECTED, was infected 1 time(s).
Person 8536: (11, 35), status: INFECTED, was infected 0 time(s).
Person 8537: (19, 15), status: INFECTED, was infected 1 time(s).
Person 8538: (23, 8), status: INFECTED, was infected 0 time(s).
Person 8539: (34, 46), status: INFECTED, was infected 0 time(s).
Person 8540: (32, 37), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8541: (37, 36), status: INFECTED, was infected 1 time(s).
Person 8542: (30, 9), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8543: (21, 42), status: INFECTED, was infected 1 time(s).
Person 8544: (11, 5), status: INFECTED, was infected 1 time(s).
Person 8545: (45, 26), status: INFECTED, was infected 0 time(s).
Person 8546: (25, 0), status: INFECTED, was infected 1 time(s).
Person 8547: (2, 5), status: INFECTED, was infected 0 time(s).
Person 8548: (49, 17), status: INFECTED, was infected 0 time(s).
Person 8549: (2, 18), status: INFECTED, was infected 0 time(s).
Person 8550: (11, 6), status: INFECTED, was infected 1 time(s).
Person 8551: (50, 29), status: INFECTED, was infected 1 time(s).
Person 8552: (49, 26), status: INFECTED, was infected 0 time(s).
Person 8553: (37, 20), status: INFECTED, was infected 0 time(s).
Person 8554: (0, 13), status: INFECTED, was infected 1 time(s).
Person 8555: (30, 29), status: INFECTED, was infected 1 time(s).
Person 8556: (41, 29), status: INFECTED, was infected 1 time(s).
Person 8557: (27, 20), status: INFECTED, was infected 1 time(s).
Person 8558: (34, 33), status: INFECTED, was infected 0 time(s).
Person 8559: (15, 11), status: INFECTED, was infected 0 time(s).
Person 8560: (32, 34), status: INFECTED, was infected 0 time(s).
Person 8561: (48, 32), status: INFECTED, was infected 0 time(s).
Person 8562: (40, 25), status: INFECTED, was infected 1 time(s).
Person 8563: (41, 1), status: INFECTED, was infected 1 time(s).
Person 8564: (17, 15), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8565: (48, 15), status: INFECTED, was infected 1 time(s).
Person 8566: (32, 17), status: INFECTED, was infected 0 time(s).
Person 8567: (31, 39), status: INFECTED, was infected 1 time(s).
Person 8568: (24, 18), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8569: (3, 16), status: INFECTED, was infected 1 time(s).
Person 8570: (4, 15), status: INFECTED, was infected 1 time(s).
Person 8571: (33, 19), status: INFECTED, was infected 1 time(s).
Person 8572: (8, 9), status: INFECTED, was infected 0 time(s).
Person 8573: (44, 21), status: INFECTED, was infected 1 time(s).
Person 8574: (38, 3), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8575: (0, 10), status: INFECTED, was infected 1 time(s).
Person 8576: (49, 6), status: INFECTED, was infected 1 time(s).
Person 8577: (40, 8), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8578: (44, 28), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8579: (1, 49), status: INFECTED, was infected 1 time(s).
Person 8580: (30, 10), status: INFECTED, was infected 1 time(s).
Person 8581: (8, 44), status: INFECTED, was infected 1 time(s).
Person 8582: (3, 1), status: INFECTED, was infected 0 time(s).
Person 8583: (16, 30), status: INFECTED, was infected 1 time(s).
Person 8584: (23, 13), status: INFECTED, was infected 1 time(s).
Person 8585: (29, 17), status: INFECTED, was infected 1 time(s).
Person 8586: (47, 20), status: INFECTED, was infected 1 time(s).
Person 8587: (19, 15), status: INFECTED, was infected 0 time(s).
Person 8588: (13, 29), status: INFECTED, was infected 0 time(s).
Person 8589: (23, 42), status: INFECTED, was infected 1 time(s).
Person 8590: (43, 27), status: INFECTED, was infected 0 time(s).
Person 8591: (49, 13), status: INFECTED, was infected 0 time(s).
Person 8592: (49, 40), status: INFECTED, was infected 0 time(s).
Person 8593: (13, 22), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8594: (34, 49), status: INFECTED, was infected 1 time(s).
Person 8595: (45, 24), status: INFECTED, was infected 0 time(s).
Person 8596: (8, 1), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8597: (33, 5), status: INFECTED, was infected 1 time(s).
Person 8598: (40, 22), status: INFECTED, was infected 1 time(s).
Person 8599: (28, 9), status: INFECTED, was infected 1 time(s).
Person 8600: (5, 0), status: INFECTED, was infected 1 time(s).
Person 8601: (24, 39), status: INFECTED, was infected 1 time(s).
Person 8602: (31, 25), status: INFECTED, was infected 0 time(s).
Person 8603: (31, 0), status: INFECTED, was infected 1 time(s).
Person 8604: (49, 24), status: INFECTED, was infected 1 time(s).
Person 8605: (29, 16), status: INFECTED, was infected 1 time(s).
Person 8606: (3, 0), status: INFECTED, was infected 1 time(s).
Person 8607: (24, 3), status: INFECTED, was infected 0 time(s).
Person 8608: (34, 9), status: INFECTED, was infected 0 time(s).
Person 8609: (48, 49), status: INFECTED, was infected 1 time(s).
Person 8610: (26, 24), status: INFECTED, was infected 1 time(s).
Person 8611: (46, 29), status: INFECTED, was infected 1 time(s).
Person 8612: (0, 19), status: INFECTED, was infected 1 time(s).
Person 8613: (49, 17), status: INFECTED, was infected 1 time(s).
Person 8614: (49, 35), status: INFECTED, was infected 1 time(s).
Person 8615: (9, 8), status: INFECTED, was infected 1 time(s).
Person 8616: (35, 18), status: INFECTED, was infected 1 time(s).
Person 8617: (17, 6), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8618: (30, 42), status: INFECTED, was infected 0 time(s).
Person 8619: (2, 4), status: INFECTED, was infected 1 time(s).
Person 8620: (5, 41), status: INFECTED, was infected 1 time(s).
Person 8621: (14, 49), status: INFECTED, was infected 1 time(s).
Person 8622: (34, 0), status: INFECTED, was infected 1 time(s).
Person 8623: (25, 26), status: INFECTED, was infected 1 time(s).
Person 8624: (22, 44), status: INFECTED, was infected 0 time(s).
Person 8625: (6, 31), status: INFECTED, was infected 1 time(s).
Person 8626: (26, 8), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8627: (0, 19), status: INFECTED, was infected 1 time(s).
Person 8628: (11, 28), status: INFECTED, was infected 0 time(s).
Person 8629: (8, 14), status: INFECTED, was infected 1 time(s).
Person 8630: (8, 0), status: INFECTED, was infected 1 time(s).
Person 8631: (8, 41), status: INFECTED, was infected 1 time(s).
Person 8632: (41, 44), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8633: (8, 22), status: INFECTED, was infected 1 time(s).
Person 8634: (0, 6), status: INFECTED, was infected 1 time(s).
Person 8635: (31, 21), status: INFECTED, was infected 1 time(s).
Person 8636: (45, 3), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8637: (22, 0), status: INFECTED, was infected 0 time(s).
Person 8638: (27, 22), status: INFECTED, was infected 1 time(s).
Person 8639: (47, 0), status: INFECTED, was infected 1 time(s).
Person 8640: (47, 12), status: INFECTED, was infected 1 time(s).
Person 8641: (45, 36), status: INFECTED, was infected 1 time(s).
Person 8642: (49, 44), status: INFECTED, was infected 1 time(s).
Person 8643: (26, 12), status: INFECTED, was infected 0 time(s).
Person 8644: (21, 10), status: INFECTED, was infected 0 time(s).
Person 8645: (30, 37), status: INFECTED, was infected 1 time(s).
Person 8646: (49, 22), status: INFECTED, was infected 1 time(s).
Person 8647: (42, 22), status: INFECTED, was infected 0 time(s).
Person 8648: (33, 30), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8649: (20, 27), status: INFECTED, was infected 0 time(s).
Person 8650: (18, 16), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8651: (0, 27), status: INFECTED, was infected 1 time(s).
Person 8652: (23, 10), status: INFECTED, was infected 1 time(s).
Person 8653: (6, 43), status: INFECTED, was infected 0 time(s).
Person 8654: (46, 25), status: INFECTED, was infected 1 time(s).
Person 8655: (35, 41), status: INFECTED, was infected 0 time(s).
Person 8656: (35, 9), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8657: (2, 0), status: INFECTED, was infected 0 time(s).
Person 8658: (21, 25), status: INFECTED, was infected 1 time(s).
Person 8659: (2, 0), status: INFECTED, was infected 1 time(s).
Person 8660: (11, 16), status: INFECTED, was infected 0 time(s).
Person 8661: (40, 12), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8662: (8, 48), status: INFECTED, was infected 1 time(s).
Person 8663: (2, 17), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8664: (36, 49), status: INFECTED, was infected 1 time(s).
Person 8665: (49, 26), status: INFECTED, was infected 1 time(s).
Person 8666: (2, 49), status: INFECTED, was infected 1 time(s).
Person 8667: (22, 7), status: INFECTED, was infected 0 time(s).
Person 8668: (0, 23), status: INFECTED, was infected 1 time(s).
Person 8669: (29, 17), status: INFECTED, was infected 0 time(s).
Person 8670: (45, 0), status: INFECTED, was infected 0 time(s).
Person 8671: (49, 28), status: INFECTED, was infected 0 time(s).
Person 8672: (18, 49), status: INFECTED, was infected 1 time(s).
Person 8673: (34, 38), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8674: (24, 37), status: INFECTED, was infected 0 time(s).
Person 8675: (39, 39), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8676: (34, 37), status: INFECTED, was infected 1 time(s).
Person 8677: (44, 47), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8678: (10, 47), status: INFECTED, was infected 0 time(s).
Person 8679: (31, 7), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8680: (17, 0), status: INFECTED, was infected 1 time(s).
Person 8681: (3, 26), status: INFECTED, was infected 1 time(s).
Person 8682: (27, 49), status: INFECTED, was infected 0 time(s).
Person 8683: (34, 46), status: INFECTED, was infected 1 time(s).
Person 8684: (34, 39), status: INFECTED, was infected 1 time(s).
Person 8685: (20, 26), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8686: (48, 49), status: INFECTED, was infected 0 time(s).
Person 8687: (18, 23), status: INFECTED, was infected 0 time(s).
Person 8688: (38, 10), status: INFECTED, was infected 0 time(s).
Person 8689: (12, 28), status: INFECTED, was infected 1 time(s).
Person 8690: (35, 38), status: INFECTED, was infected 1 time(s).
Person 8691: (40, 44), status: INFECTED, was infected 0 time(s).
Person 8692: (14, 7), status: INFECTED, was infected 1 time(s).
Person 8693: (13, 7), status: INFECTED, was infected 1 time(s).
Person 8694: (48, 3), status: INFECTED, was infected 0 time(s).
Person 8695: (11, 41), status: INFECTED, was infected 1 time(s).
Person 8696: (30, 48), status: INFECTED, was infected 1 time(s).
Person 8697: (30, 35), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8698: (29, 47), status: INFECTED, was infected 1 time(s).
Person 8699: (44, 47), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8700: (0, 37), status: INFECTED, was infected 1 time(s).
Person 8701: (44, 29), status: INFECTED, was infected 1 time(s).
Person 8702: (35, 41), status: INFECTED, was infected 1 time(s).
Person 8703: (49, 24), status: INFECTED, was infected 1 time(s).
Person 8704: (13, 28), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8705: (22, 15), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8706: (13, 11), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8707: (31, 23), status: INFECTED, was infected 1 time(s).
Person 8708: (37, 23), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8709: (31, 39), status: INFECTED, was infected 0 time(s).
Person 8710: (0, 3), status: INFECTED, was infected 0 time(s).
Person 8711: (2, 26), status: INFECTED, was infected 0 time(s).
Person 8712: (4, 21), status: INFECTED, was infected 1 time(s).
Person 8713: (36, 27), status: INFECTED, was infected 1 time(s).
Person 8714: (31, 13), status: INFECTED, was infected 1 time(s).
Person 8715: (34, 36), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8716: (0, 9), status: INFECTED, was infected 1 time(s).
Person 8717: (4, 9), status: INFECTED, was infected 1 time(s).
Person 8718: (0, 40), status: INFECTED, was infected 1 time(s).
Person 8719: (22, 32), status: INFECTED, was infected 1 time(s).
Person 8720: (1, 36), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8721: (37, 17), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8722: (7, 23), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8723: (9, 32), status: INFECTED, was infected 0 time(s).
Person 8724: (41, 27), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8725: (4, 44), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8726: (21, 0), status: INFECTED, was infected 0 time(s).
Person 8727: (39, 22), status: INFECTED, was infected 1 time(s).
Person 8728: (16, 37), status: INFECTED, was infected 0 time(s).
Person 8729: (10, 40), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8730: (34, 15), status: INFECTED, was infected 0 time(s).
Person 8731: (48, 47), status: INFECTED, was infected 0 time(s).
Person 8732: (25, 39), status: INFECTED, was infected 1 time(s).
Person 8733: (17, 17), status: INFECTED, was infected 0 time(s).
Person 8734: (27, 14), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8735: (16, 25), status: INFECTED, was infected 1 time(s).
Person 8736: (13, 13), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8737: (1, 5), status: INFECTED, was infected 0 time(s).
Person 8738: (26, 0), status: INFECTED, was infected 1 time(s).
Person 8739: (40, 23), status: INFECTED, was infected 0 time(s).
Person 8740: (18, 28), status: INFECTED, was infected 1 time(s).
Person 8741: (46, 26), status: INFECTED, was infected 0 time(s).
Person 8742: (20, 18), status: INFECTED, was infected 1 time(s).
Person 8743: (26, 13), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8744: (23, 41), status: INFECTED, was infected 1 time(s).
Person 8745: (8, 33), status: INFECTED, was infected 0 time(s).
Person 8746: (0, 0), status: INFECTED, was infected 1 time(s).
Person 8747: (23, 0), status: INFECTED, was infected 1 time(s).
Person 8748: (43, 29), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8749: (46, 14), status: INFECTED, was infected 1 time(s).
Person 8750: (38, 10), status: INFECTED, was infected 0 time(s).
Person 8751: (24, 34), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8752: (41, 45), status: INFECTED, was infected 1 time(s).
Person 8753: (32, 10), status: INFECTED, was infected 0 time(s).
Person 8754: (11, 0), status: INFECTED, was infected 1 time(s).
Person 8755: (13, 28), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8756: (0, 15), status: INFECTED, was infected 1 time(s).
Person 8757: (49, 46), status: INFECTED, was infected 0 time(s).
Person 8758: (7, 0), status: INFECTED, was infected 1 time(s).
Person 8759: (49, 22), status: INFECTED, was infected 1 time(s).
Person 8760: (8, 32), status: INFECTED, was infected 0 time(s).
Person 8761: (19, 24), status: INFECTED, was infected 1 time(s).
Person 8762: (43, 48), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8763: (49, 32), status: INFECTED, was infected 0 time(s).
Person 8764: (4, 49), status: INFECTED, was infected 0 time(s).
Person 8765: (46, 20), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8766: (16, 36), status: INFECTED, was infected 0 time(s).
Person 8767: (23, 26), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8768: (0, 37), status: INFECTED, was infected 1 time(s).
Person 8769: (13, 20), status: INFECTED, was infected 0 time(s).
Person 8770: (19, 0), status: INFECTED, was infected 1 time(s).
Person 8771: (0, 20), status: INFECTED, was infected 0 time(s).
Person 8772: (24, 0), status: INFECTED, was infected 1 time(s).
Person 8773: (41, 0), status: INFECTED, was infected 1 time(s).
Person 8774: (0, 7), status: INFECTED, was infected 0 time(s).
Person 8775: (38, 22), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8776: (40, 18), status: INFECTED, was infected 0 time(s).
Person 8777: (34, 33), status: INFECTED, was infected 1 time(s).
Person 8778: (0, 38), status: INFECTED, was infected 1 time(s).
Person 8779: (15, 36), status: INFECTED, was infected 0 time(s).
Person 8780: (39, 5), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8781: (41, 34), status: INFECTED, was infected 0 time(s).
Person 8782: (47, 20), status: INFECTED, was infected 0 time(s).
Person 8783: (18, 35), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8784: (38, 30), status: INFECTED, was infected 1 time(s).
Person 8785: (18, 2), status: INFECTED, was infected 0 time(s).
Person 8786: (18, 40), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8787: (0, 24), status: INFECTED, was infected 0 time(s).
Person 8788: (30, 5), status: INFECTED, was infected 0 time(s).
Person 8789: (19, 32), status: INFECTED, was infected 1 time(s).
Person 8790: (4, 0), status: INFECTED, was infected 1 time(s).
Person 8791: (38, 15), status: INFECTED, was infected 1 time(s).
Person 8792: (22, 39), status: INFECTED, was infected 1 time(s).
Person 8793: (22, 34), status: INFECTED, was infected 1 time(s).
Person 8794: (45, 4), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8795: (48, 37), status: INFECTED, was infected 0 time(s).
Person 8796: (16, 28), status: INFECTED, was infected 1 time(s).
Person 8797: (27, 45), status: INFECTED, was infected 0 time(s).
Person 8798: (41, 18), status: INFECTED, was infected 0 time(s).
Person 8799: (24, 1), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8800: (26, 7), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8801: (12, 49), status: INFECTED, was infected 0 time(s).
Person 8802: (8, 0), status: INFECTED, was infected 1 time(s).
Person 8803: (49, 34), status: INFECTED, was infected 1 time(s).
Person 8804: (29, 49), status: INFECTED, was infected 1 time(s).
Person 8805: (19, 37), status: INFECTED, was infected 0 time(s).
Person 8806: (39, 9), status: INFECTED, was infected 1 time(s).
Person 8807: (16, 14), status: INFECTED, was infected 1 time(s).
Person 8808: (45, 9), status: INFECTED, was infected 1 time(s).
Person 8809: (18, 22), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8810: (28, 32), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8811: (26, 25), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8812: (16, 0), status: INFECTED, was infected 0 time(s).
Person 8813: (38, 13), status: INFECTED, was infected 0 time(s).
Person 8814: (40, 19), status: INFECTED, was infected 0 time(s).
Person 8815: (41, 11), status: INFECTED, was infected 1 time(s).
Person 8816: (38, 41), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8817: (0, 39), status: INFECTED, was infected 1 time(s).
Person 8818: (21, 26), status: INFECTED, was infected 1 time(s).
Person 8819: (0, 34), status: INFECTED, was infected 0 time(s).
Person 8820: (16, 19), status: INFECTED, was infected 1 time(s).
Person 8821: (43, 45), status: INFECTED, was infected 0 time(s).
Person 8822: (16, 0), status: INFECTED, was infected 0 time(s).
Person 8823: (24, 35), status: INFECTED, was infected 0 time(s).
Person 8824: (15, 11), status: INFECTED, was infected 1 time(s).
Person 8825: (37, 2), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8826: (30, 20), status: INFECTED, was infected 1 time(s).
Person 8827: (1, 49), status: INFECTED, was infected 0 time(s).
Person 8828: (23, 21), status: INFECTED, was infected 1 time(s).
Person 8829: (49, 38), status: INFECTED, was infected 1 time(s).
Person 8830: (3, 37), status: INFECTED, was infected 1 time(s).
Person 8831: (10, 43), status: INFECTED, was infected 0 time(s).
Person 8832: (31, 44), status: INFECTED, was infected 1 time(s).
Person 8833: (49, 44), status: INFECTED, was infected 0 time(s).
Person 8834: (11, 0), status: INFECTED, was infected 0 time(s).
Person 8835: (16, 11), status: INFECTED, was infected 1 time(s).
Person 8836: (48, 1), status: INFECTED, was infected 0 time(s).
Person 8837: (39, 23), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8838: (0, 19), status: INFECTED, was infected 1 time(s).
Person 8839: (19, 26), status: INFECTED, was infected 1 time(s).
Person 8840: (42, 6), status: INFECTED, was infected 1 time(s).
Person 8841: (1, 18), status: INFECTED, was infected 1 time(s).
Person 8842: (47, 13), status: INFECTED, was infected 1 time(s).
Person 8843: (8, 14), status: INFECTED, was infected 0 time(s).
Person 8844: (6, 44), status: INFECTED, was infected 0 time(s).
Person 8845: (0, 24), status: INFECTED, was infected 1 time(s).
Person 8846: (49, 36), status: INFECTED, was infected 1 time(s).
Person 8847: (6, 13), status: INFECTED, was infected 1 time(s).
Person 8848: (38, 36), status: INFECTED, was infected 1 time(s).
Person 8849: (37, 48), status: INFECTED, was infected 1 time(s).
Person 8850: (22, 48), status: INFECTED, was infected 1 time(s).
Person 8851: (5, 0), status: INFECTED, was infected 1 time(s).
Person 8852: (37, 7), status: INFECTED, was infected 1 time(s).
Person 8853: (50, 19), status: INFECTED, was infected 0 time(s).
Person 8854: (7, 45), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8855: (9, 9), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8856: (26, 40), status: INFECTED, was infected 0 time(s).
Person 8857: (30, 19), status: INFECTED, was infected 0 time(s).
Person 8858: (44, 21), status: INFECTED, was infected 0 time(s).
Person 8859: (20, 22), status: INFECTED, was infected 1 time(s).
Person 8860: (49, 31), status: INFECTED, was infected 1 time(s).
Person 8861: (7, 34), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8862: (39, 43), status: INFECTED, was infected 1 time(s).
Person 8863: (28, 33), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8864: (36, 14), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8865: (0, 39), status: INFECTED, was infected 1 time(s).
Person 8866: (31, 29), status: INFECTED, was infected 0 time(s).
Person 8867: (7, 10), status: INFECTED, was infected 0 time(s).
Person 8868: (15, 20), status: INFECTED, was infected 0 time(s).
Person 8869: (23, 46), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8870: (15, 22), status: INFECTED, was infected 0 time(s).
Person 8871: (21, 17), status: INFECTED, was infected 0 time(s).
Person 8872: (32, 25), status: INFECTED, was infected 0 time(s).
Person 8873: (10, 13), status: INFECTED, was infected 0 time(s).
Person 8874: (0, 17), status: INFECTED, was infected 1 time(s).
Person 8875: (0, 27), status: INFECTED, was infected 1 time(s).
Person 8876: (40, 0), status: INFECTED, was infected 1 time(s).
Person 8877: (41, 29), status: INFECTED, was infected 0 time(s).
Person 8878: (6, 2), status: INFECTED, was infected 1 time(s).
Person 8879: (40, 14), status: INFECTED, was infected 1 time(s).
Person 8880: (39, 49), status: INFECTED, was infected 1 time(s).
Person 8881: (20, 22), status: INFECTED, was infected 1 time(s).
Person 8882: (39, 22), status: INFECTED, was infected 0 time(s).
Person 8883: (0, 3), status: INFECTED, was infected 1 time(s).
Person 8884: (13, 0), status: INFECTED, was infected 1 time(s).
Person 8885: (29, 49), status: INFECTED, was infected 0 time(s).
Person 8886: (40, 34), status: INFECTED, was infected 1 time(s).
Person 8887: (43, 0), status: INFECTED, was infected 0 time(s).
Person 8888: (8, 39), status: INFECTED, was infected 1 time(s).
Person 8889: (35, 25), status: INFECTED, was infected 1 time(s).
Person 8890: (39, 19), status: INFECTED, was infected 0 time(s).
Person 8891: (27, 14), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8892: (16, 21), status: INFECTED, was infected 1 time(s).
Person 8893: (5, 41), status: INFECTED, was infected 0 time(s).
